flight_id,flight_date,airline_code,airline_name,flight_number,origin,destination,domestic,distance_km,aircraft_type,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,delay_reason,cancelled,traveller_class,seats_booked,load_factor
18017,2024-08-28,VQ,NovoAir,VQ105,ZYL,DAC,True,194.0,Bombardier Dash 8-Q400,2024-08-28T18:25:00,2024-08-28T18:57:00,2024-08-28T18:55:00,2024-08-28T19:22:00,32.0,27.0,Late Aircraft,False,Economy,157,0.79
18018,2024-08-28,EK,Emirates,EK632,DEL,DAC,False,1425.3,Boeing 737-800,2024-08-28T06:00:00,2024-08-28T06:06:00,2024-08-28T07:54:01.440000,2024-08-28T07:56:01.440000,6.0,2.0,None,False,Economy,281,0.8
18019,2024-08-28,VQ,NovoAir,VQ956,DAC,DOH,False,3912.7,Boeing 787-8,2024-08-28T13:20:00,2024-08-28T14:12:00,2024-08-28T18:33:00.960000,2024-08-28T19:33:00.960000,52.0,60.0,Weather,False,Business,243,0.69
18020,2024-08-28,BG,Biman Bangladesh Airlines,BG389,DAC,RJH,True,192.5,Boeing 737-800,2024-08-28T19:05:00,2024-08-28T20:10:00,2024-08-28T19:35:00,2024-08-28T20:18:00,65.0,43.0,Air Traffic Control,False,Economy,156,0.78
18021,2024-08-28,VQ,NovoAir,VQ548,CGP,CXB,True,90.0,Boeing 787-8,2024-08-28T12:40:00,2024-08-28T13:27:00,2024-08-28T13:10:00,2024-08-28T13:43:00,47.0,33.0,Weather,False,Economy,174,0.87
18022,2024-08-28,VQ,NovoAir,VQ758,DEL,DAC,False,1425.3,Boeing 737-800,2024-08-28T07:55:00,2024-08-28T09:54:00,2024-08-28T09:49:01.440000,2024-08-28T11:45:01.440000,119.0,116.0,Air Traffic Control,False,Economy,279,0.8
18023,2024-08-28,QR,Qatar Airways,QR854,BKK,DAC,False,1567.8,ATR 72-600,2024-08-28T12:25:00,2024-08-28T14:23:00,2024-08-28T14:30:25.440000,2024-08-28T16:17:25.440000,118.0,107.0,Carrier (Operations),False,Economy,292,0.83
18024,2024-08-28,2A,Air Astra,2A563,KUL,DAC,False,2642.3,Airbus A320,2024-08-28T18:15:00,2024-08-28T18:16:00,2024-08-28T21:46:23.040000,2024-08-28T21:56:23.040000,1.0,10.0,None,False,Premium Economy,125,0.36
18025,2024-08-28,TG,Thai Airways,TG343,DAC,DOH,False,3912.7,ATR 72-600,2024-08-28T11:40:00,2024-08-28T11:40:00,2024-08-28T16:53:00.960000,2024-08-28T16:53:00.960000,0.0,0.0,None,False,Economy,148,0.42
18026,2024-08-28,VQ,NovoAir,VQ839,ZYL,DAC,True,194.0,ATR 72-600,2024-08-28T12:05:00,2024-08-28T12:59:00,2024-08-28T12:35:00,2024-08-28T13:33:00,54.0,58.0,Air Traffic Control,False,Economy,129,0.65
18027,2024-08-28,TG,Thai Airways,TG191,DAC,BKK,False,1567.8,Boeing 737-800,2024-08-28T07:55:00,2024-08-28T07:57:00,2024-08-28T10:00:25.440000,2024-08-28T10:00:25.440000,2.0,0.0,None,False,Business,165,0.47
18028,2024-08-29,BS,US-Bangla Airlines,BS732,CCU,DAC,False,239.2,Bombardier Dash 8-Q400,2024-08-29T07:35:00,2024-08-29T07:35:00,2024-08-29T08:05:00,2024-08-29T08:07:00,0.0,2.0,None,False,Economy,186,0.53
18029,2024-08-29,BG,Biman Bangladesh Airlines,BG622,SPD,DAC,True,260.9,Boeing 737-800,2024-08-29T17:15:00,2024-08-29T17:15:00,2024-08-29T17:45:00,2024-08-29T17:47:00,0.0,2.0,None,False,Economy,138,0.69
18030,2024-08-29,BG,Biman Bangladesh Airlines,BG220,SPD,DAC,True,260.9,Boeing 787-8,2024-08-29T06:15:00,2024-08-29T06:19:00,2024-08-29T06:45:00,2024-08-29T06:45:00,4.0,0.0,None,False,Economy,167,0.83
18031,2024-08-29,2A,Air Astra,2A842,DAC,CXB,True,310.7,Airbus A320,2024-08-29T10:10:00,2024-08-29T10:31:00,2024-08-29T10:40:00,2024-08-29T11:03:00,21.0,23.0,Carrier (Operations),False,Economy,62,0.31
18032,2024-08-29,MH,Malaysia Airlines,MH205,DAC,DOH,False,3912.7,Boeing 787-8,2024-08-29T05:10:00,2024-08-29T05:10:00,2024-08-29T10:23:00.960000,2024-08-29T10:24:00.960000,0.0,1.0,None,False,Economy,191,0.55
18033,2024-08-29,2A,Air Astra,2A611,SPD,DAC,True,260.9,Boeing 737-800,2024-08-29T15:40:00,2024-08-29T16:50:00,2024-08-29T16:10:00,2024-08-29T17:06:00,70.0,56.0,Air Traffic Control,False,Economy,174,0.87
18034,2024-08-29,BS,US-Bangla Airlines,BS428,DAC,JSR,True,145.9,Boeing 777-300ER,2024-08-29T05:00:00,2024-08-29T05:02:00,2024-08-29T05:30:00,2024-08-29T05:30:00,2.0,0.0,None,False,Economy,90,0.45
18035,2024-08-29,BS,US-Bangla Airlines,BS826,DAC,SPD,True,260.9,Boeing 737-800,2024-08-29T11:25:00,2024-08-29T12:49:00,2024-08-29T11:55:00,2024-08-29T13:18:00,84.0,83.0,Carrier (Operations),False,Economy,113,0.56
18036,2024-08-29,BG,Biman Bangladesh Airlines,BG996,DAC,CCU,False,239.2,ATR 72-600,2024-08-29T05:25:00,2024-08-29T06:55:00,2024-08-29T05:55:00,2024-08-29T07:23:00,90.0,88.0,Late Aircraft,False,Economy,264,0.75
18037,2024-08-29,TG,Thai Airways,TG662,DAC,KUL,False,2642.3,Boeing 737-800,2024-08-29T21:35:00,,2024-08-30T01:06:23.040000,,,,Weather,True,Economy,202,0.58
18038,2024-08-29,BG,Biman Bangladesh Airlines,BG246,CGP,DAC,True,228.9,ATR 72-600,2024-08-29T20:30:00,2024-08-29T20:36:00,2024-08-29T21:00:00,2024-08-29T21:05:00,6.0,5.0,None,False,Economy,130,0.65
18039,2024-08-29,BG,Biman Bangladesh Airlines,BG328,SIN,DAC,False,2896.7,Boeing 777-300ER,2024-08-29T17:25:00,,2024-08-29T21:16:44.160000,,,,Weather,True,Economy,127,0.36
18040,2024-08-29,EK,Emirates,EK569,SIN,DAC,False,2896.7,Boeing 787-8,2024-08-29T05:10:00,2024-08-29T05:13:00,2024-08-29T09:01:44.160000,2024-08-29T09:01:44.160000,3.0,0.0,None,False,Economy,193,0.55
18041,2024-08-29,BG,Biman Bangladesh Airlines,BG365,CGP,DAC,True,228.9,Boeing 787-8,2024-08-29T06:05:00,2024-08-29T09:10:00,2024-08-29T06:35:00,2024-08-29T09:34:00,185.0,179.0,Carrier (Operations),False,Economy,172,0.86
18042,2024-08-29,BG,Biman Bangladesh Airlines,BG534,SPD,DAC,True,260.9,Boeing 737-800,2024-08-29T17:45:00,2024-08-29T17:45:00,2024-08-29T18:15:00,2024-08-29T18:16:00,0.0,1.0,None,False,Economy,66,0.33
18043,2024-08-29,TG,Thai Airways,TG554,CCU,DAC,False,239.2,Bombardier Dash 8-Q400,2024-08-29T14:40:00,2024-08-29T14:50:00,2024-08-29T15:10:00,2024-08-29T15:11:00,10.0,1.0,None,False,Economy,204,0.58
18044,2024-08-29,BG,Biman Bangladesh Airlines,BG622,DAC,CXB,True,310.7,Boeing 787-8,2024-08-29T13:30:00,2024-08-29T13:30:00,2024-08-29T14:00:00,2024-08-29T14:10:00,0.0,10.0,None,False,Economy,152,0.76
18045,2024-08-29,QR,Qatar Airways,QR557,DAC,SIN,False,2896.7,ATR 72-600,2024-08-29T10:25:00,2024-08-29T11:18:00,2024-08-29T14:16:44.160000,2024-08-29T15:03:44.160000,53.0,47.0,Air Traffic Control,False,Economy,230,0.66
18046,2024-08-29,BG,Biman Bangladesh Airlines,BG934,DAC,DXB,False,3536.8,Boeing 737-800,2024-08-29T07:35:00,,2024-08-29T12:17:56.640000,,,,Carrier (Operations),True,Economy,291,0.83
18047,2024-08-29,EK,Emirates,EK986,DAC,BKK,False,1567.8,Boeing 737-800,2024-08-29T06:30:00,2024-08-29T06:30:00,2024-08-29T08:35:25.440000,2024-08-29T08:35:25.440000,0.0,0.0,None,False,Economy,223,0.64
18048,2024-08-29,SQ,Singapore Airlines,SQ332,DOH,DAC,False,3912.7,Boeing 737-800,2024-08-29T10:55:00,2024-08-29T11:05:00,2024-08-29T16:08:00.960000,2024-08-29T16:13:00.960000,10.0,5.0,Weather,False,Economy,246,0.7
18049,2024-08-29,QR,Qatar Airways,QR194,DAC,SIN,False,2896.7,Boeing 787-8,2024-08-29T12:50:00,2024-08-29T12:52:00,2024-08-29T16:41:44.160000,2024-08-29T16:41:44.160000,2.0,0.0,None,False,Economy,127,0.36
18050,2024-08-29,2A,Air Astra,2A268,JSR,DAC,True,145.9,Boeing 787-8,2024-08-29T22:35:00,2024-08-29T23:23:00,2024-08-29T23:05:00,2024-08-29T23:43:00,48.0,38.0,Carrier (Operations),False,Economy,140,0.7
18051,2024-08-29,EK,Emirates,EK437,DAC,DOH,False,3912.7,Boeing 737-800,2024-08-29T22:35:00,2024-08-29T22:45:00,2024-08-30T03:48:00.960000,2024-08-30T03:48:00.960000,10.0,0.0,None,False,Economy,294,0.84
18052,2024-08-29,BS,US-Bangla Airlines,BS602,DAC,KUL,False,2642.3,Bombardier Dash 8-Q400,2024-08-29T21:15:00,2024-08-29T21:15:00,2024-08-30T00:46:23.040000,2024-08-30T00:46:23.040000,0.0,0.0,None,False,Business,184,0.53
18053,2024-08-29,VQ,NovoAir,VQ901,CGP,DAC,True,228.9,ATR 72-600,2024-08-29T09:25:00,2024-08-29T09:43:00,2024-08-29T09:55:00,2024-08-29T10:16:00,18.0,21.0,Weather,False,Economy,130,0.65
18054,2024-08-29,BG,Biman Bangladesh Airlines,BG124,DEL,DAC,False,1425.3,Boeing 737-800,2024-08-29T06:00:00,2024-08-29T06:00:00,2024-08-29T07:54:01.440000,2024-08-29T07:54:01.440000,0.0,0.0,None,False,Economy,177,0.51
18055,2024-08-29,TG,Thai Airways,TG135,DXB,DAC,False,3536.8,Airbus A320,2024-08-29T12:15:00,2024-08-29T12:16:00,2024-08-29T16:57:56.640000,2024-08-29T16:57:56.640000,1.0,0.0,None,False,Economy,290,0.83
18056,2024-08-29,2A,Air Astra,2A706,DAC,CXB,True,310.7,ATR 72-600,2024-08-29T11:30:00,,2024-08-29T12:00:00,,,,Carrier (Operations),True,Economy,177,0.89
18057,2024-08-29,BS,US-Bangla Airlines,BS557,DAC,ZYL,True,194.0,Airbus A320,2024-08-29T06:30:00,2024-08-29T07:41:00,2024-08-29T07:00:00,2024-08-29T08:14:00,71.0,74.0,Late Aircraft,False,Economy,154,0.77
18058,2024-08-29,2A,Air Astra,2A619,CXB,DAC,True,310.7,ATR 72-600,2024-08-29T14:55:00,2024-08-29T15:04:00,2024-08-29T15:25:00,2024-08-29T15:25:00,9.0,0.0,None,False,Economy,67,0.34
18059,2024-08-29,QR,Qatar Airways,QR752,SIN,DAC,False,2896.7,Boeing 737-800,2024-08-29T15:25:00,2024-08-29T15:25:00,2024-08-29T19:16:44.160000,2024-08-29T19:22:44.160000,0.0,6.0,None,False,Economy,302,0.86
18060,2024-08-29,BG,Biman Bangladesh Airlines,BG449,DAC,RJH,True,192.5,Boeing 737-800,2024-08-29T13:15:00,2024-08-29T13:54:00,2024-08-29T13:45:00,2024-08-29T14:08:00,39.0,23.0,Security,False,Economy,98,0.49
18061,2024-08-29,QR,Qatar Airways,QR124,BKK,DAC,False,1567.8,ATR 72-600,2024-08-29T16:20:00,2024-08-29T16:20:00,2024-08-29T18:25:25.440000,2024-08-29T18:25:25.440000,0.0,0.0,None,False,Economy,308,0.88
18062,2024-08-29,BS,US-Bangla Airlines,BS406,DAC,SPD,True,260.9,Airbus A320,2024-08-29T17:40:00,2024-08-29T19:17:00,2024-08-29T18:10:00,2024-08-29T19:34:00,97.0,84.0,Carrier (Operations),False,Economy,104,0.52
18063,2024-08-29,VQ,NovoAir,VQ534,DOH,DAC,False,3912.7,Boeing 787-8,2024-08-29T19:30:00,,2024-08-30T00:43:00.960000,,,,Weather,True,Economy,140,0.4
18064,2024-08-29,BG,Biman Bangladesh Airlines,BG702,DOH,DAC,False,3912.7,Boeing 777-300ER,2024-08-29T22:50:00,2024-08-29T22:54:00,2024-08-30T04:03:00.960000,2024-08-30T04:08:00.960000,4.0,5.0,None,False,Economy,314,0.9
18065,2024-08-29,2A,Air Astra,2A227,DAC,RJH,True,192.5,Boeing 737-800,2024-08-29T12:50:00,2024-08-29T13:44:00,2024-08-29T13:20:00,2024-08-29T14:36:00,54.0,76.0,Weather,False,Economy,110,0.55
18066,2024-08-29,BG,Biman Bangladesh Airlines,BG836,DAC,JSR,True,145.9,ATR 72-600,2024-08-29T05:55:00,2024-08-29T06:02:00,2024-08-29T06:25:00,2024-08-29T06:25:00,7.0,0.0,None,False,Economy,167,0.83
18067,2024-08-29,BS,US-Bangla Airlines,BS102,DAC,SIN,False,2896.7,Boeing 787-8,2024-08-29T19:50:00,,2024-08-29T23:41:44.160000,,,,Security,True,Economy,267,0.76
18068,2024-08-29,BG,Biman Bangladesh Airlines,BG207,CGP,DAC,True,228.9,Boeing 777-300ER,2024-08-29T08:25:00,2024-08-29T08:29:00,2024-08-29T08:55:00,2024-08-29T08:55:00,4.0,0.0,None,False,Economy,146,0.73
18069,2024-08-29,2A,Air Astra,2A149,DAC,CXB,True,310.7,Boeing 777-300ER,2024-08-29T10:05:00,2024-08-29T10:07:00,2024-08-29T10:35:00,2024-08-29T10:39:00,2.0,4.0,None,False,Economy,74,0.37
18070,2024-08-29,TG,Thai Airways,TG142,DEL,DAC,False,1425.3,Boeing 737-800,2024-08-29T18:30:00,,2024-08-29T20:24:01.440000,,,,Carrier (Operations),True,Business,126,0.36
18071,2024-08-29,BS,US-Bangla Airlines,BS851,DAC,ZYL,True,194.0,Airbus A320,2024-08-29T08:40:00,2024-08-29T08:40:00,2024-08-29T09:10:00,2024-08-29T09:13:00,0.0,3.0,None,False,Economy,135,0.68
18072,2024-08-29,SQ,Singapore Airlines,SQ397,BKK,DAC,False,1567.8,Boeing 737-800,2024-08-29T17:10:00,2024-08-29T17:10:00,2024-08-29T19:15:25.440000,2024-08-29T19:15:25.440000,0.0,0.0,None,False,Economy,173,0.49
18073,2024-08-29,2A,Air Astra,2A815,DAC,DXB,False,3536.8,Boeing 787-8,2024-08-29T07:15:00,2024-08-29T07:20:00,2024-08-29T11:57:56.640000,2024-08-29T11:57:56.640000,5.0,0.0,None,False,Economy,123,0.35
18074,2024-08-29,BG,Biman Bangladesh Airlines,BG920,RJH,DAC,True,192.5,Boeing 737-800,2024-08-29T10:40:00,2024-08-29T11:27:00,2024-08-29T11:10:00,2024-08-29T11:52:00,47.0,42.0,Carrier (Operations),False,Economy,86,0.43
18075,2024-08-29,TG,Thai Airways,TG193,DAC,DXB,False,3536.8,Boeing 787-8,2024-08-29T10:30:00,2024-08-29T11:46:00,2024-08-29T15:12:56.640000,2024-08-29T16:32:56.640000,76.0,80.0,Weather,False,Economy,196,0.56
18076,2024-08-29,SQ,Singapore Airlines,SQ476,DAC,KUL,False,2642.3,Boeing 737-800,2024-08-29T07:00:00,2024-08-29T08:25:00,2024-08-29T10:31:23.040000,2024-08-29T11:37:23.040000,85.0,66.0,Late Aircraft,False,Economy,210,0.6
18077,2024-08-29,BG,Biman Bangladesh Airlines,BG712,DAC,SPD,True,260.9,Boeing 777-300ER,2024-08-29T22:35:00,2024-08-30T00:41:00,2024-08-29T23:05:00,2024-08-30T01:06:00,126.0,121.0,Weather,False,Economy,162,0.81
18078,2024-08-29,VQ,NovoAir,VQ806,JSR,DAC,True,145.9,Airbus A320,2024-08-29T11:00:00,2024-08-29T11:53:00,2024-08-29T11:30:00,2024-08-29T12:24:00,53.0,54.0,Weather,False,Premium Economy,132,0.66
18079,2024-08-29,BS,US-Bangla Airlines,BS214,RJH,DAC,True,192.5,Bombardier Dash 8-Q400,2024-08-29T22:40:00,2024-08-29T22:42:00,2024-08-29T23:10:00,2024-08-29T23:10:00,2.0,0.0,None,False,Economy,152,0.76
18080,2024-08-29,VQ,NovoAir,VQ207,DAC,CGP,True,228.9,Airbus A320,2024-08-29T14:20:00,2024-08-29T14:25:00,2024-08-29T14:50:00,2024-08-29T14:50:00,5.0,0.0,None,False,Economy,145,0.72
18081,2024-08-29,EK,Emirates,EK667,BKK,DAC,False,1567.8,ATR 72-600,2024-08-29T11:00:00,2024-08-29T11:03:00,2024-08-29T13:05:25.440000,2024-08-29T13:09:25.440000,3.0,4.0,None,False,Economy,276,0.79
18082,2024-08-29,EK,Emirates,EK736,DAC,DOH,False,3912.7,Boeing 787-8,2024-08-29T12:25:00,2024-08-29T14:24:00,2024-08-29T17:38:00.960000,2024-08-29T19:35:00.960000,119.0,117.0,Air Traffic Control,False,Economy,202,0.58
18083,2024-08-29,VQ,NovoAir,VQ433,CXB,CGP,True,90.0,Boeing 737-800,2024-08-29T18:25:00,2024-08-29T19:06:00,2024-08-29T18:55:00,2024-08-29T19:19:00,41.0,24.0,Air Traffic Control,False,Business,98,0.49
18084,2024-08-29,BS,US-Bangla Airlines,BS192,DAC,JSR,True,145.9,Boeing 737-800,2024-08-29T13:05:00,2024-08-29T13:43:00,2024-08-29T13:35:00,2024-08-29T13:37:00,38.0,2.0,Late Aircraft,False,Economy,94,0.47
18085,2024-08-29,EK,Emirates,EK946,DAC,BKK,False,1567.8,ATR 72-600,2024-08-29T15:50:00,2024-08-29T17:00:00,2024-08-29T17:55:25.440000,2024-08-29T19:09:25.440000,70.0,74.0,Weather,False,Premium Economy,224,0.64
18086,2024-08-29,BS,US-Bangla Airlines,BS503,SIN,DAC,False,2896.7,ATR 72-600,2024-08-29T15:25:00,2024-08-29T15:25:00,2024-08-29T19:16:44.160000,2024-08-29T19:16:44.160000,0.0,0.0,None,False,Economy,316,0.9
18087,2024-08-29,2A,Air Astra,2A802,DAC,JSR,True,145.9,Boeing 737-800,2024-08-29T19:05:00,2024-08-29T21:02:00,2024-08-29T19:35:00,2024-08-29T21:37:00,117.0,122.0,Weather,False,Economy,64,0.32
18088,2024-08-29,BG,Biman Bangladesh Airlines,BG469,DEL,DAC,False,1425.3,Boeing 737-800,2024-08-29T18:30:00,2024-08-29T19:37:00,2024-08-29T20:24:01.440000,2024-08-29T21:18:01.440000,67.0,54.0,Weather,False,Economy,234,0.67
18089,2024-08-29,EK,Emirates,EK293,DAC,DEL,False,1425.3,ATR 72-600,2024-08-29T14:05:00,2024-08-29T14:05:00,2024-08-29T15:59:01.440000,2024-08-29T15:59:01.440000,0.0,0.0,None,False,Economy,205,0.59
18090,2024-08-29,BG,Biman Bangladesh Airlines,BG261,DAC,DOH,False,3912.7,Boeing 777-300ER,2024-08-29T10:10:00,2024-08-29T10:34:00,2024-08-29T15:23:00.960000,2024-08-29T15:44:00.960000,24.0,21.0,Weather,False,Business,217,0.62
18091,2024-08-29,VQ,NovoAir,VQ918,CXB,CGP,True,90.0,Boeing 737-800,2024-08-29T19:15:00,2024-08-29T21:03:00,2024-08-29T19:45:00,2024-08-29T21:28:00,108.0,103.0,Weather,False,Economy,165,0.82
18092,2024-08-29,TG,Thai Airways,TG467,DAC,DOH,False,3912.7,Boeing 737-800,2024-08-29T11:50:00,2024-08-29T11:54:00,2024-08-29T17:03:00.960000,2024-08-29T17:03:00.960000,4.0,0.0,None,False,Economy,291,0.83
18093,2024-08-29,BS,US-Bangla Airlines,BS757,DAC,SIN,False,2896.7,Bombardier Dash 8-Q400,2024-08-29T13:10:00,2024-08-29T13:42:00,2024-08-29T17:01:44.160000,2024-08-29T17:16:44.160000,32.0,15.0,Weather,False,Economy,184,0.53
18094,2024-08-29,BS,US-Bangla Airlines,BS617,CXB,CGP,True,90.0,Airbus A320,2024-08-29T14:00:00,2024-08-29T14:00:00,2024-08-29T14:30:00,2024-08-29T14:30:00,0.0,0.0,None,False,Economy,143,0.71
18095,2024-08-29,BS,US-Bangla Airlines,BS567,CXB,CGP,True,90.0,Boeing 737-800,2024-08-29T22:05:00,2024-08-29T22:11:00,2024-08-29T22:35:00,2024-08-29T22:35:00,6.0,0.0,None,False,Premium Economy,64,0.32
18096,2024-08-29,VQ,NovoAir,VQ821,DAC,CGP,True,228.9,Boeing 737-800,2024-08-29T22:55:00,2024-08-29T22:55:00,2024-08-29T23:25:00,2024-08-29T23:25:00,0.0,0.0,None,False,Economy,166,0.83
18097,2024-08-29,TG,Thai Airways,TG323,DAC,SIN,False,2896.7,Boeing 737-800,2024-08-29T13:05:00,2024-08-29T13:11:00,2024-08-29T16:56:44.160000,2024-08-29T17:01:44.160000,6.0,5.0,None,False,Economy,261,0.75
18098,2024-08-29,VQ,NovoAir,VQ555,DAC,JSR,True,145.9,Bombardier Dash 8-Q400,2024-08-29T06:35:00,2024-08-29T06:35:00,2024-08-29T07:05:00,2024-08-29T07:05:00,0.0,0.0,None,False,Economy,109,0.55
18099,2024-08-29,EK,Emirates,EK601,DAC,DOH,False,3912.7,Boeing 737-800,2024-08-29T15:20:00,2024-08-29T15:25:00,2024-08-29T20:33:00.960000,2024-08-29T20:33:00.960000,5.0,0.0,None,False,Premium Economy,283,0.81
18100,2024-08-29,BS,US-Bangla Airlines,BS537,SPD,DAC,True,260.9,Boeing 737-800,2024-08-29T10:00:00,2024-08-29T10:00:00,2024-08-29T10:30:00,2024-08-29T10:30:00,0.0,0.0,None,False,Economy,150,0.75
18101,2024-08-29,AI,Air India,AI553,BKK,DAC,False,1567.8,ATR 72-600,2024-08-29T08:25:00,2024-08-29T08:25:00,2024-08-29T10:30:25.440000,2024-08-29T10:30:25.440000,0.0,0.0,None,False,Premium Economy,197,0.56
18102,2024-08-29,TG,Thai Airways,TG130,DAC,KUL,False,2642.3,Bombardier Dash 8-Q400,2024-08-29T15:50:00,2024-08-29T16:10:00,2024-08-29T19:21:23.040000,2024-08-29T19:32:23.040000,20.0,11.0,Security,False,Economy,165,0.47
18103,2024-08-29,BG,Biman Bangladesh Airlines,BG647,CGP,CXB,True,90.0,Boeing 737-800,2024-08-29T11:50:00,2024-08-29T11:50:00,2024-08-29T12:20:00,2024-08-29T12:20:00,0.0,0.0,None,False,Economy,81,0.41
18104,2024-08-29,BS,US-Bangla Airlines,BS827,BZL,DAC,True,116.3,ATR 72-600,2024-08-29T16:30:00,2024-08-29T16:30:00,2024-08-29T17:00:00,2024-08-29T17:06:00,0.0,6.0,None,False,Economy,103,0.52
18105,2024-08-29,2A,Air Astra,2A281,JSR,DAC,True,145.9,Airbus A320,2024-08-29T16:45:00,2024-08-29T16:45:00,2024-08-29T17:15:00,2024-08-29T17:15:00,0.0,0.0,None,False,Business,154,0.77
18106,2024-08-30,BS,US-Bangla Airlines,BS457,DAC,RJH,True,192.5,ATR 72-600,2024-08-30T22:45:00,2024-08-30T22:47:00,2024-08-30T23:15:00,2024-08-30T23:29:00,2.0,14.0,None,False,Business,147,0.73
18107,2024-08-30,BS,US-Bangla Airlines,BS230,DAC,CGP,True,228.9,Boeing 737-800,2024-08-30T18:25:00,2024-08-30T18:25:00,2024-08-30T18:55:00,2024-08-30T18:55:00,0.0,0.0,None,False,Economy,148,0.74
18108,2024-08-30,VQ,NovoAir,VQ174,CXB,CGP,True,90.0,Airbus A320,2024-08-30T16:25:00,2024-08-30T16:32:00,2024-08-30T16:55:00,2024-08-30T16:55:00,7.0,0.0,None,False,Economy,161,0.81
18109,2024-08-30,VQ,NovoAir,VQ308,DAC,KUL,False,2642.3,Boeing 737-800,2024-08-30T09:35:00,,2024-08-30T13:06:23.040000,,,,Weather,True,Economy,256,0.73
18110,2024-08-30,BS,US-Bangla Airlines,BS924,DAC,CXB,True,310.7,ATR 72-600,2024-08-30T16:30:00,2024-08-30T16:30:00,2024-08-30T17:00:00,2024-08-30T17:02:00,0.0,2.0,None,False,Economy,116,0.58
18111,2024-08-30,EK,Emirates,EK613,BKK,DAC,False,1567.8,Boeing 737-800,2024-08-30T11:30:00,2024-08-30T11:30:00,2024-08-30T13:35:25.440000,2024-08-30T13:35:25.440000,0.0,0.0,None,False,Economy,211,0.6
18112,2024-08-30,QR,Qatar Airways,QR688,DAC,CCU,False,239.2,Boeing 737-800,2024-08-30T15:55:00,2024-08-30T16:38:00,2024-08-30T16:25:00,2024-08-30T17:02:00,43.0,37.0,Late Aircraft,False,Economy,305,0.87
18113,2024-08-30,BG,Biman Bangladesh Airlines,BG758,SPD,DAC,True,260.9,Boeing 787-8,2024-08-30T20:10:00,2024-08-30T20:53:00,2024-08-30T20:40:00,2024-08-30T21:34:00,43.0,54.0,Weather,False,Economy,72,0.36
18114,2024-08-30,BG,Biman Bangladesh Airlines,BG980,DAC,SIN,False,2896.7,ATR 72-600,2024-08-30T20:45:00,2024-08-30T22:29:00,2024-08-31T00:36:44.160000,2024-08-31T01:58:44.160000,104.0,82.0,Carrier (Operations),False,Business,262,0.75
18115,2024-08-30,BG,Biman Bangladesh Airlines,BG632,KUL,DAC,False,2642.3,Boeing 737-800,2024-08-30T12:15:00,2024-08-30T12:15:00,2024-08-30T15:46:23.040000,2024-08-30T15:46:23.040000,0.0,0.0,None,False,Economy,203,0.58
18116,2024-08-30,TG,Thai Airways,TG400,DAC,BKK,False,1567.8,Bombardier Dash 8-Q400,2024-08-30T12:10:00,2024-08-30T12:27:00,2024-08-30T14:15:25.440000,2024-08-30T14:15:25.440000,17.0,0.0,Carrier (Operations),False,Economy,211,0.6
18117,2024-08-30,TG,Thai Airways,TG710,DOH,DAC,False,3912.7,Boeing 737-800,2024-08-30T07:45:00,2024-08-30T07:45:00,2024-08-30T12:58:00.960000,2024-08-30T13:03:00.960000,0.0,5.0,None,False,Economy,299,0.85
18118,2024-08-30,BS,US-Bangla Airlines,BS585,DAC,CXB,True,310.7,ATR 72-600,2024-08-30T22:40:00,2024-08-30T22:40:00,2024-08-30T23:10:00,2024-08-30T23:13:00,0.0,3.0,None,False,Business,147,0.73
18119,2024-08-30,EK,Emirates,EK720,DAC,BKK,False,1567.8,Boeing 737-800,2024-08-30T22:15:00,2024-08-30T22:19:00,2024-08-31T00:20:25.440000,2024-08-31T00:24:25.440000,4.0,4.0,None,False,Business,232,0.66
18120,2024-08-30,MH,Malaysia Airlines,MH195,CCU,DAC,False,239.2,Boeing 737-800,2024-08-30T17:05:00,2024-08-30T18:01:00,2024-08-30T17:35:00,2024-08-30T18:01:00,56.0,26.0,Carrier (Operations),False,Economy,138,0.39
18121,2024-08-30,VQ,NovoAir,VQ883,CXB,CGP,True,90.0,Boeing 737-800,2024-08-30T16:30:00,2024-08-30T17:28:00,2024-08-30T17:00:00,2024-08-30T17:33:00,58.0,33.0,Air Traffic Control,False,Economy,140,0.7
18122,2024-08-30,BG,Biman Bangladesh Airlines,BG395,SPD,DAC,True,260.9,Airbus A320,2024-08-30T12:35:00,2024-08-30T13:40:00,2024-08-30T13:05:00,2024-08-30T14:11:00,65.0,66.0,Security,False,Business,171,0.85
18123,2024-08-30,VQ,NovoAir,VQ530,CGP,CXB,True,90.0,ATR 72-600,2024-08-30T10:20:00,2024-08-30T10:22:00,2024-08-30T10:50:00,2024-08-30T10:51:00,2.0,1.0,None,False,Economy,76,0.38
18124,2024-08-30,BG,Biman Bangladesh Airlines,BG668,KUL,DAC,False,2642.3,Boeing 787-8,2024-08-30T18:35:00,2024-08-30T18:35:00,2024-08-30T22:06:23.040000,2024-08-30T22:06:23.040000,0.0,0.0,None,False,Business,188,0.54
18125,2024-08-30,TG,Thai Airways,TG741,CCU,DAC,False,239.2,Airbus A320,2024-08-30T21:50:00,2024-08-30T21:50:00,2024-08-30T22:20:00,2024-08-30T22:20:00,0.0,0.0,None,False,Economy,290,0.83
